a1,,,,,,
a2,,,,,,
a3,,,,,,
a4,,,,,,
b1,,,,,,
b2,,,,,,
b3,,,,,,
b4,,,,,,
c1,,,,,,
c2,,,,,,
c3,,,,,,
c4,,,,,,
d1,,,,,,
d2,,,,,,
d3,,,,,,
d4,,,,,,
e1,,,,,,
e2,6,3,5,5,5,6
e3,,,,,,
e4,,,,,,
f1,,,,,,
f2,,,,,,
f3,7,2,5,5,7,5
f4,7,2,7,7,7,1
g1,,,,,,
g2,,,,,,
g3,,,,,,
g4,,,,,,
h1,7,1,5,6,6,7
h2,3,2,3,4,3,4
h3,4,5,3,2,4,7
h4,6,2,3,4,4,6
i1,5,3,4,5,5,6
i2,6,2,5,5,5,6
i3,5,4,5,3,3,6
i4,2,5,2,2,3,5
j1,3,2,1,5,1,2
j2,4,4,5,5,4,5
j3,5,2,3,4,4,5
j4,3,3,5,5,5,6
